age,height_cm,weight_kg,potential,international_reputation,weak_foot,shooting,passing,dribbling,defending,physic,value_eur
25,180,70,75,1,3,63,70,72,34,58,3100000
24,198,91,75,1,3,69,56,63,34,77,3100000
23,187,86,75,1,2,33,53,59,69,75,2600000
23,179,70,75,1,2,64,61,79,29,59,3100000
25,171,70,75,1,3,56,71,72,60,64,3000000
26,183,77,75,1,3,52,64,64,69,73,2500000
25,172,63,75,1,3,43,63,68,68,77,2600000
24,180,75,75,1,4,64,67,75,40,69,3100000
25,188,70,75,1,3,68,67,68,71,79,3100000
26,186,76,75,1,3,33,49,51,69,76,2500000
25,189,82,75,1,3,31,43,50,71,78,2600000
24,188,84,75,1,2,30,47,54,68,78,2600000
24,180,75,75,1,2,61,71,70,64,74,2600000
24,172,65,75,1,2,62,70,73,27,40,3100000
25,179,79,75,1,3,69,61,75,25,69,3100000
24,180,69,75,1,3,64,67,74,42,72,3100000
24,175,70,75,1,3,26,51,66,72,77,2600000
23,193,85,75,1,2,31,47,50,71,75,2600000
24,176,74,75,1,2,49,63,62,67,65,2600000
24,183,69,75,1,4,63,66,73,36,69,3100000
24,182,82,75,1,3,54,62,68,70,72,2600000
25,170,74,75,1,3,56,62,55,71,79,2600000
24,184,81,75,1,4,53,70,69,68,75,2600000
24,190,82,75,1,3,46,55,50,69,76,2600000
25,176,71,75,1,3,48,63,63,68,79,2600000
25,189,82,75,1,3,70,52,70,33,69,3100000
24,172,62,75,1,3,55,63,71,67,66,2600000
24,176,72,75,1,2,45,63,73,64,66,2600000
23,185,79,75,1,2,48,54,52,70,78,2600000
25,177,74,75,1,3,59,70,69,69,71,2500000
24,176,75,75,1,4,69,60,70,37,71,3100000
22,178,75,75,1,2,59,65,69,70,69,2600000
23,183,80,75,1,3,70,51,67,34,73,3100000
24,193,82,75,1,4,67,56,72,40,76,3100000
26,188,88,75,1,2,45,50,49,71,77,2500000
27,185,78,74,1,3,29,44,44,68,75,2400000
26,174,66,74,1,3,47,55,74,66,65,2400000
26,185,67,74,1,3,64,69,72,41,61,2900000
27,193,90,74,1,2,44,52,51,70,79,2400000
26,193,85,74,1,2,45,54,46,69,78,2500000
26,174,71,74,1,3,62,71,73,58,62,2900000
25,184,79,74,1,3,39,51,58,69,77,2500000
25,183,81,74,1,3,73,66,69,34,71,3000000
25,185,82,74,1,3,45,64,66,68,72,2400000
26,191,73,74,1,3,48,60,59,70,73,2500000
24,175,70,74,1,3,66,60,71,37,66,3000000
25,180,74,74,1,4,62,70,67,66,67,2900000
25,178,75,74,1,5,63,67,75,55,68,3000000
25,172,76,74,1,3,66,60,75,31,73,3000000
26,177,72,74,1,3,64,71,69,62,69,2900000
26,182,77,74,1,2,66,69,72,65,70,2900000
24,170,62,74,1,4,65,67,71,69,68,3000000
25,176,72,74,1,4,70,65,72,47,75,3000000
26,191,82,74,1,3,56,57,57,70,74,2500000
25,169,70,74,1,3,48,57,62,70,80,2400000
25,185,82,74,1,3,66,59,68,27,76,3000000
24,178,74,74,1,3,67,69,73,36,58,3000000
26,185,78,74,1,3,67,51,71,23,64,3000000
26,186,82,74,1,3,70,59,69,33,68,3000000
26,188,77,74,1,2,27,41,47,72,68,2500000
25,175,66,74,1,3,58,72,71,53,59,2900000
24,178,70,74,1,4,64,68,71,45,65,3000000
25,177,78,74,1,3,61,65,71,66,75,2900000
25,178,76,74,1,3,49,66,69,68,70,2400000
25,179,69,74,1,3,53,64,64,70,68,2500000
25,182,75,74,1,3,66,69,70,43,66,3000000
25,194,94,74,1,3,40,62,63,70,82,2400000
26,186,85,74,1,3,70,64,69,26,71,3000000
25,179,70,74,1,4,65,69,76,25,52,3000000
25,187,80,74,1,2,57,69,69,63,69,3000000
24,175,74,74,1,4,68,64,74,45,63,3000000
25,182,89,74,1,3,70,49,65,32,79,3000000
26,182,76,74,1,4,63,71,75,42,65,2900000
26,178,71,74,1,2,38,60,62,68,78,2500000
24,175,68,74,1,3,46,63,66,68,70,2500000
23,184,76,74,1,3,61,63,63,68,81,2500000
25,189,74,74,1,3,19,38,47,73,66,2500000
26,178,62,74,1,3,63,69,64,63,67,2900000
24,175,73,74,1,3,66,70,71,43,67,3000000
25,171,64,74,1,3,42,61,71,69,65,2400000
24,175,73,74,1,3,60,66,74,38,59,3000000
26,184,86,74,1,3,72,52,62,21,66,0
27,193,88,74,1,3,30,42,41,71,82,2400000
26,191,88,74,1,3,37,46,54,69,74,2500000
26,178,75,74,1,3,65,71,70,61,66,2900000
24,180,80,74,1,2,45,57,54,71,74,2500000
26,177,68,74,1,3,41,59,67,66,76,2400000
24,185,77,74,1,3,32,50,52,70,79,2500000
26,190,85,74,1,3,68,46,60,31,68,3000000
26,184,85,74,1,3,37,61,64,73,70,2400000
24,183,80,74,1,4,66,63,68,45,68,3000000
26,192,88,74,1,4,44,58,51,70,75,2500000
26,182,77,74,1,3,33,51,55,73,71,2500000
26,188,73,73,1,3,35,53,57,70,75,2400000
26,183,76,73,1,2,64,75,70,54,70,2900000
26,198,87,73,1,3,33,53,47,70,77,2400000
28,189,86,73,1,3,35,48,51,74,71,2200000
26,176,72,73,1,4,61,66,75,30,60,2900000
26,186,83,73,1,3,67,73,72,47,68,2900000
27,180,73,73,1,3,38,62,63,71,66,2300000
28,188,83,73,1,3,23,34,41,73,72,2200000
26,183,70,73,1,3,68,68,73,56,70,2800000
26,186,80,73,1,2,33,49,55,70,80,2400000
27,187,74,73,1,3,47,67,67,68,71,2300000
26,172,66,73,1,4,68,68,74,61,58,2800000
27,193,84,73,1,3,43,48,43,71,71,2300000
26,195,95,73,1,3,70,47,60,29,74,2900000
28,190,76,73,1,3,40,45,51,72,73,2200000
26,194,84,73,1,3,50,63,65,71,75,2400000
26,174,70,73,1,3,56,71,70,65,70,2800000
26,185,70,73,1,3,57,60,61,69,66,2400000
27,184,80,73,1,2,43,47,52,71,74,2300000
27,183,73,73,1,3,52,63,65,69,72,2300000
25,182,70,73,1,3,69,55,68,19,70,2900000
28,186,84,73,1,3,49,46,44,69,78,2200000
25,180,77,73,1,3,44,61,65,69,76,2400000
27,189,81,73,1,4,51,58,62,70,87,2300000
28,195,86,73,1,2,35,41,40,72,81,2200000
27,179,77,73,1,4,51,59,59,71,72,2300000
28,176,74,73,1,2,32,53,63,71,70,2200000
25,183,84,73,1,3,67,62,69,66,83,2400000
25,185,70,73,1,3,55,61,62,68,68,2400000
27,173,72,73,1,3,54,66,73,63,69,2300000
26,187,92,73,1,3,29,40,39,69,83,2400000
27,190,84,73,1,3,36,52,51,70,77,2300000
27,187,83,73,1,3,42,45,48,72,71,2300000
25,167,72,73,1,4,32,57,69,69,68,2400000
27,188,86,73,1,3,25,34,35,72,71,2300000
27,179,69,72,1,3,66,71,71,66,63,2200000
28,188,78,72,1,2,24,41,29,72,74,2200000
27,196,89,72,1,3,46,59,59,71,71,2200000
27,186,86,72,1,4,67,58,71,22,67,2800000
27,189,75,72,1,2,62,63,69,68,70,2200000
29,185,78,72,1,4,41,61,63,70,76,2100000
26,180,75,72,1,3,64,62,74,32,65,2800000
27,182,76,72,1,3,69,68,72,45,64,2700000
27,188,83,72,2,2,46,55,51,69,76,2200000
27,176,75,72,1,3,49,63,66,66,76,2200000
27,175,72,72,1,3,50,67,68,64,68,2700000
26,175,67,72,1,4,67,68,73,34,46,2800000
27,185,78,72,1,3,33,52,50,70,74,2200000
27,182,78,72,1,2,40,64,72,70,70,2200000
26,178,74,72,1,2,69,63,72,42,71,2800000
26,178,72,72,1,4,69,65,75,28,60,2800000
25,181,72,72,2,4,71,71,71,43,62,2900000
26,176,68,72,1,4,56,70,69,41,60,2800000
26,194,78,72,1,3,69,63,75,35,66,2800000
27,189,85,72,1,2,69,61,68,40,75,2800000
25,189,81,72,1,3,35,40,48,71,74,2300000
27,183,74,72,1,3,45,59,68,69,71,2200000
26,197,87,72,1,3,70,60,61,27,71,2800000
27,184,80,72,1,4,69,54,68,43,74,2800000
27,174,69,72,1,3,61,69,71,69,70,2200000
26,190,85,72,1,2,67,47,59,25,76,2800000
27,173,76,72,1,3,52,66,69,68,66,2200000
26,178,71,72,1,3,64,62,77,26,57,2800000
26,178,70,72,1,3,60,61,72,66,67,2300000
26,176,71,72,1,4,70,71,71,42,61,2800000
27,184,78,72,1,3,58,65,69,64,74,2200000
27,180,68,72,1,2,64,64,73,29,58,2700000
26,170,69,72,1,4,67,62,74,33,64,2800000
27,177,78,72,1,2,55,65,67,68,71,2200000
27,182,79,72,1,3,55,60,61,70,78,2200000
26,171,70,72,1,3,67,61,74,29,65,2800000
27,172,76,72,1,3,64,71,72,67,70,2200000
27,182,82,72,1,3,58,62,68,70,74,2200000
26,179,76,72,1,4,68,62,69,34,71,2800000
27,176,73,72,1,3,66,67,73,35,65,2700000
26,182,72,72,1,4,65,63,70,42,71,2800000
27,188,84,72,1,1,36,45,50,68,77,2200000
25,178,72,72,1,3,62,63,76,49,54,2800000
27,177,74,72,1,3,25,57,60,65,75,2200000
26,185,82,72,1,2,50,57,57,71,76,2300000
27,176,70,72,1,3,72,70,69,54,66,2700000
28,185,81,72,1,3,43,58,51,68,88,2200000
27,179,73,72,1,3,63,68,72,46,70,2700000
26,190,83,72,1,3,39,47,58,70,71,2300000
35,181,75,71,1,4,73,73,71,54,67,1000000
34,175,73,71,1,4,72,68,70,46,63,1200000
36,184,72,71,1,3,52,60,61,71,71,325000
37,176,66,71,3,2,50,68,71,69,69,270000
36,177,70,71,1,3,62,64,65,69,72,325000
34,181,74,71,2,3,69,49,68,21,63,1200000
35,193,84,71,2,3,42,52,47,69,76,550000
37,183,81,71,1,2,45,60,52,73,69,325000
36,170,65,71,1,4,64,71,73,48,68,800000
38,185,80,71,2,3,51,47,44,74,65,325000
34,190,89,71,2,3,60,66,61,72,86,675000
33,170,77,71,2,2,64,69,74,40,56,1400000
34,179,73,71,2,4,63,73,74,70,64,675000
35,180,70,71,1,3,37,58,46,74,64,550000
34,186,81,71,1,3,37,56,55,72,64,725000
35,184,75,71,1,3,72,56,60,41,70,1100000
33,183,80,71,2,3,49,71,70,71,70,900000
39,168,68,71,2,4,66,77,78,47,40,650000
37,182,76,71,2,3,57,68,67,73,65,270000
33,188,84,71,2,3,47,59,47,71,63,950000
36,189,81,71,2,3,67,64,64,66,82,325000
34,181,77,71,1,3,67,61,69,37,67,1200000
35,196,92,71,2,2,74,52,60,34,75,1100000
34,183,83,71,2,3,65,72,66,73,70,1200000
33,180,76,71,1,3,70,59,70,35,64,1500000
33,185,73,71,2,3,48,62,66,70,78,900000
38,178,75,71,3,3,70,77,69,66,70,325000
33,191,90,71,2,2,63,66,58,68,80,950000
31,181,78,71,1,4,68,75,65,65,65,1600000
36,178,73,71,1,3,67,75,71,58,65,800000
33,180,79,71,1,3,36,53,50,71,70,950000
35,180,78,71,1,3,53,55,52,69,75,550000
36,181,81,71,2,3,75,56,62,31,82,850000
35,182,77,71,1,3,59,65,63,68,78,550000
35,180,70,71,1,3,64,77,73,48,62,1000000
34,180,75,71,1,3,56,65,65,71,71,725000
32,180,68,71,1,3,64,64,62,70,80,1400000
33,193,86,71,2,4,48,54,54,69,80,950000
34,186,77,71,1,2,57,64,60,70,81,725000
31,175,74,71,1,4,72,70,72,30,66,2100000
34,187,81,71,2,3,67,64,66,68,78,725000
37,176,70,71,2,4,68,72,70,46,62,800000
33,175,75,71,2,3,67,70,69,65,70,950000
34,174,72,71,1,3,60,68,69,71,66,675000
31,180,75,71,1,2,68,66,71,54,70,2100000
32,183,80,71,1,4,68,58,69,30,83,1900000
34,178,79,71,1,3,55,73,67,63,73,725000
37,180,75,71,1,4,63,69,72,71,61,325000
32,185,75,71,1,4,71,68,66,48,74,1900000
32,190,83,71,1,3,30,47,48,71,70,1400000
34,196,91,71,1,3,36,54,44,70,77,725000
36,173,64,71,1,3,65,72,70,67,59,750000
35,183,81,71,2,4,58,64,61,69,79,0
33,180,78,71,1,3,54,73,65,64,72,950000
33,180,82,71,1,3,67,69,61,71,73,950000
32,185,87,71,1,3,26,53,52,70,78,1400000
32,183,80,71,1,4,73,62,64,33,75,1900000
32,182,80,71,2,4,53,61,62,70,73,1400000
33,180,79,71,1,3,59,63,66,73,74,900000
30,173,73,71,1,4,64,68,74,50,64,2200000
32,188,76,71,1,3,70,53,65,33,81,1900000
33,183,80,71,1,2,62,60,62,69,71,950000
31,185,85,71,2,2,70,51,64,44,79,2100000
34,180,74,71,1,3,61,71,68,66,70,1200000
31,179,72,71,1,3,66,73,72,55,63,2100000
31,187,95,71,2,1,69,67,67,34,78,2100000
31,180,72,71,1,4,66,67,74,47,65,2100000
31,185,70,71,1,4,44,64,61,69,73,1600000
36,187,78,71,1,4,59,67,65,68,77,750000
33,180,76,71,1,4,65,70,70,65,76,1400000
33,175,73,71,2,3,72,57,66,31,68,1500000
30,181,74,71,1,3,51,61,56,71,80,1800000
34,176,60,71,2,3,58,72,70,65,72,725000
30,178,73,71,1,3,70,55,66,47,80,2300000
29,175,76,71,1,3,46,65,68,70,75,1800000
32,176,68,71,1,3,65,70,73,66,65,1800000
30,176,74,71,1,4,68,68,74,28,64,2200000
30,173,63,71,1,4,64,69,74,26,52,2200000
29,191,84,71,1,3,52,61,61,72,77,1800000
30,191,80,71,1,2,32,39,32,72,78,1800000
32,183,74,71,1,3,71,66,76,43,63,0
32,174,70,71,1,4,57,71,65,67,74,1800000
33,179,72,71,1,4,45,56,52,73,68,950000
31,179,78,71,1,3,67,73,70,57,67,2000000
35,180,70,71,1,3,72,76,72,58,55,1000000
31,180,75,71,1,4,68,74,73,59,62,2100000
29,178,80,71,1,3,51,74,68,68,72,1800000
32,178,71,71,1,2,70,73,70,59,64,1800000
33,192,76,71,1,3,33,47,50,72,70,950000
31,178,72,71,1,4,65,68,71,44,70,2100000
30,179,73,71,1,2,44,63,64,68,74,1700000
30,180,77,71,1,3,30,38,39,71,79,1800000
29,175,75,71,2,3,39,65,69,71,68,1800000
33,179,82,71,1,3,48,54,50,68,76,950000
34,176,75,71,1,3,71,67,74,42,63,1200000
32,187,78,71,1,3,41,64,48,72,70,1400000
29,186,77,71,1,4,44,59,67,69,76,1800000
31,174,73,71,2,2,65,68,72,64,72,1600000
32,186,82,71,1,2,34,44,46,71,74,1400000
30,183,73,71,2,4,66,68,73,45,65,2200000
31,176,78,71,1,4,70,75,71,58,67,2100000
30,175,73,71,1,2,41,58,59,70,73,1800000
30,185,74,71,1,3,36,57,55,70,76,1800000
32,191,84,71,2,3,44,45,52,70,78,1400000
29,188,82,71,1,3,58,61,56,68,82,1800000
29,187,78,71,1,3,67,72,71,56,69,2300000
30,175,75,71,1,3,49,66,68,68,74,1800000
33,172,68,71,1,4,58,71,69,63,71,1400000
30,180,71,71,1,2,62,71,68,63,70,1700000
31,176,81,71,2,3,71,71,68,70,77,2000000
31,184,82,71,1,3,58,68,62,67,77,1600000
31,185,75,71,1,3,71,67,73,40,62,2100000
31,172,74,71,1,3,60,64,69,66,78,1600000
29,175,67,71,2,3,66,70,73,36,55,2300000
30,193,88,71,1,4,26,53,36,73,71,1800000
32,171,67,71,1,2,69,64,77,44,52,1800000
30,192,88,71,1,3,59,58,59,72,79,1800000
31,185,79,71,1,4,66,61,75,47,67,2100000
30,187,85,71,1,3,37,51,55,70,71,1800000
30,183,74,71,1,4,69,66,72,33,69,2300000
31,178,70,71,1,3,64,68,71,67,72,1600000
29,181,75,71,1,4,68,70,69,59,63,2300000
30,189,80,71,1,2,42,53,51,71,78,1800000
29,182,77,71,1,3,48,62,59,71,73,1800000
33,187,85,71,1,3,46,54,50,71,76,950000
29,179,72,71,1,2,39,59,62,70,78,1800000
28,193,80,71,1,2,38,44,45,70,78,1900000
30,175,72,71,1,3,49,63,70,67,72,1700000
31,189,80,71,1,2,28,40,40,72,72,1600000
30,184,72,71,1,3,56,65,65,63,79,1700000
32,178,81,71,1,4,67,68,71,65,72,1800000
31,185,83,71,1,3,43,59,65,71,76,1600000
31,180,71,71,1,4,67,70,69,67,73,2000000
29,170,72,71,1,4,68,67,74,34,61,2300000
31,181,73,71,1,3,70,61,68,36,66,2100000
28,187,87,71,2,3,70,57,61,39,69,2400000
30,170,65,71,1,3,61,69,69,63,70,2200000
29,185,80,71,1,4,70,60,72,35,76,2400000
31,170,67,71,1,4,48,60,71,68,62,1600000
29,184,72,71,1,4,72,53,68,24,59,2400000
27,185,85,71,1,3,69,71,69,59,75,2400000
29,174,66,71,1,3,61,66,75,41,50,2300000
29,165,62,71,1,2,58,64,69,66,65,1800000
32,178,75,71,1,3,63,63,71,67,72,1300000
29,184,79,71,1,3,69,67,69,69,71,2300000
30,183,81,71,1,3,62,71,70,63,73,2200000
30,178,73,71,1,5,66,64,74,34,64,2200000
28,187,88,71,1,3,69,55,63,30,66,2400000
31,172,64,71,1,3,59,68,68,71,72,1600000
29,186,83,71,1,3,71,65,71,44,71,2400000
29,177,81,71,1,3,66,66,72,68,71,1800000
28,183,79,71,1,3,57,70,69,69,71,2400000
29,193,86,71,1,3,69,50,65,37,80,2400000
31,174,70,71,2,4,68,69,73,26,51,2100000
31,191,81,71,1,2,69,57,70,31,75,2100000
30,188,83,71,1,3,55,61,69,71,74,1700000
31,174,69,71,1,3,69,66,71,43,71,2100000
31,193,90,71,1,3,43,50,55,69,71,1600000
29,186,77,71,2,3,63,68,64,66,75,1800000
30,171,68,71,2,4,65,72,71,51,51,2200000
30,183,75,71,1,2,65,71,71,24,50,2200000
33,183,72,71,1,3,66,68,71,64,65,1400000
29,182,72,71,1,3,70,65,72,53,71,2400000
30,180,72,71,1,3,68,68,76,37,61,2200000
30,186,82,71,1,3,66,50,62,25,79,2300000
28,185,77,71,1,2,65,71,68,64,73,2400000
27,176,77,71,1,2,64,66,74,40,65,2500000
27,172,65,71,2,4,56,67,71,67,64,2000000
28,175,67,71,1,3,68,64,68,43,67,2400000
31,186,78,71,1,2,35,40,34,69,82,1600000
30,180,71,71,1,3,40,64,54,70,71,1800000
29,183,75,71,1,3,63,69,68,63,74,2300000
27,178,67,71,1,3,40,69,74,64,57,2400000
28,178,74,71,1,3,42,66,68,72,68,1900000
32,178,72,71,1,2,61,66,67,68,77,1400000
27,173,73,71,1,4,66,67,78,31,55,2500000
32,182,77,71,1,4,63,68,69,65,74,1800000
31,175,74,71,1,3,70,67,72,38,66,2100000
29,178,70,71,1,3,28,62,69,71,68,1800000
27,180,73,71,1,3,64,69,72,62,73,2500000
28,192,81,71,1,3,60,62,68,67,71,1900000
28,183,75,71,1,2,47,62,66,68,75,1900000
27,177,77,71,1,3,62,69,76,34,61,2500000
31,184,73,71,1,3,33,55,57,70,76,1600000
27,172,75,71,1,4,70,62,71,34,61,2500000
38,185,78,71,1,3,63,70,67,71,67,325000
28,180,76,71,1,3,63,66,71,43,65,2400000
28,177,78,71,1,3,54,59,62,68,83,1900000
30,176,70,71,2,2,47,70,74,73,57,1700000
27,178,66,71,1,5,65,67,78,35,50,2500000
27,180,80,71,1,3,53,72,73,67,71,2000000
32,175,72,71,1,3,61,71,73,39,57,1800000
29,176,73,71,1,3,56,69,72,62,66,2300000
32,184,80,71,1,3,32,52,62,69,77,1400000
30,194,93,71,1,4,71,48,61,36,82,2300000
31,186,82,71,1,3,69,66,70,41,74,2100000
32,180,69,71,1,3,65,71,71,63,69,1800000
32,178,79,71,1,4,44,69,68,62,83,1800000
27,180,83,71,1,4,69,71,71,63,60,2500000
28,178,75,71,1,3,33,45,54,71,71,1900000
28,192,89,71,1,3,73,47,56,32,73,2400000
27,179,76,71,1,4,67,66,71,29,60,2500000
34,178,71,71,1,3,47,71,70,67,74,675000
30,192,89,71,2,2,57,65,51,69,86,1800000
31,182,77,71,1,4,44,61,65,68,77,1600000
29,183,80,71,1,3,67,65,70,55,79,2300000
28,177,75,71,2,3,46,65,70,71,68,1900000
29,172,71,71,1,3,47,64,54,70,83,1800000
32,177,70,71,1,3,60,71,70,65,73,1800000
30,174,64,71,1,3,65,70,74,22,61,0
28,184,70,71,1,3,47,63,68,68,71,1900000
33,182,79,71,1,3,49,62,57,71,75,950000
30,175,75,71,1,4,63,65,67,68,75,1700000
29,182,80,71,1,3,69,65,73,70,80,2300000
28,181,75,71,1,4,64,69,68,64,76,1900000
32,183,77,71,1,4,68,61,67,52,75,1900000
29,180,76,71,1,3,24,56,50,70,81,1800000
29,183,78,71,1,2,69,71,69,67,73,1800000
30,170,64,71,2,3,71,55,70,34,59,2300000
30,183,86,71,2,3,62,66,62,69,77,1800000
33,193,88,71,1,3,71,58,63,32,70,1500000
28,185,83,71,1,2,19,43,57,71,72,1900000
27,188,81,71,2,4,69,62,72,43,71,2500000
28,172,71,71,1,2,59,59,65,70,77,1900000
28,182,72,71,1,3,39,63,62,67,73,1900000
30,182,87,71,1,3,36,58,44,72,77,1800000
28,168,68,71,1,3,57,62,73,68,63,1900000
31,173,73,71,1,4,64,65,73,42,63,2100000
31,189,89,71,1,3,39,64,47,70,79,1600000
27,172,64,71,1,4,64,64,74,53,64,2500000
30,191,77,71,1,2,37,45,47,70,78,1800000
31,175,63,71,1,4,63,62,75,37,54,2100000
27,175,72,71,1,4,60,62,74,34,60,2500000
28,182,67,71,1,3,66,65,69,67,74,2400000
27,180,76,71,1,3,56,62,72,68,71,2000000
28,176,70,71,1,3,66,65,68,45,70,2400000
27,180,72,71,1,2,63,69,74,57,61,2400000
31,179,73,71,2,3,66,71,70,54,59,2100000
29,171,67,71,1,5,71,72,72,56,66,2300000
31,174,70,71,2,4,60,69,73,64,67,2000000
28,182,70,71,1,3,35,60,61,67,71,0
26,183,80,71,1,2,69,50,70,35,65,2600000
30,187,86,71,1,4,69,55,64,42,78,2300000
27,168,73,71,1,4,62,66,78,38,40,2500000
27,176,67,71,1,3,56,67,69,64,69,2000000
29,190,88,71,1,2,72,58,62,21,76,2400000
31,186,80,71,1,4,72,52,66,35,72,2100000
28,174,71,71,1,2,67,70,70,41,55,2400000
33,179,85,71,1,2,19,43,47,72,75,950000
28,185,77,71,1,3,52,64,63,70,73,1900000
28,170,65,71,1,3,57,68,69,60,69,2400000
28,197,92,71,1,3,31,44,38,72,78,1900000
29,178,74,71,1,4,69,66,76,42,58,2300000
30,175,81,71,1,4,70,68,71,48,63,2200000
30,190,83,71,1,3,28,44,35,72,75,1800000
35,192,94,71,1,3,36,44,35,73,70,550000
27,175,75,71,1,3,64,64,69,42,62,2500000
28,180,62,71,1,3,68,57,64,44,74,2400000
27,179,75,71,1,3,61,66,69,66,69,2000000
29,182,78,71,1,3,59,69,71,65,74,1800000
32,185,76,71,1,3,29,46,48,68,81,1400000
31,181,69,71,1,3,68,66,65,69,77,1600000
28,183,85,71,1,4,70,60,69,33,69,2400000
26,174,71,71,1,3,60,68,67,65,75,2500000
28,180,78,71,1,3,65,63,73,65,79,1900000
30,194,94,71,1,3,56,53,53,74,81,1800000
32,185,84,71,1,4,71,50,65,38,83,1900000
29,190,83,71,1,2,36,42,40,71,79,1800000
29,175,76,71,1,3,55,63,69,67,68,1800000
27,177,67,71,1,3,54,61,65,69,68,2000000
26,170,68,71,1,3,65,68,73,55,68,2500000
29,173,72,71,1,3,31,63,60,64,73,1800000
28,174,72,71,1,3,61,64,68,68,75,1900000
27,173,70,71,1,3,41,55,65,66,69,2000000
29,177,77,71,1,4,69,67,74,34,71,2300000
33,175,79,71,1,3,62,68,70,65,72,900000
28,178,76,71,1,3,67,65,72,36,61,2400000
32,177,69,71,1,4,70,66,72,57,69,1800000
30,185,80,71,1,3,70,61,64,36,70,2300000
33,183,83,71,1,2,37,49,51,69,76,950000
26,177,70,71,1,2,54,66,72,62,71,2500000
27,179,75,71,1,3,64,64,70,68,80,2000000
28,170,66,71,1,5,53,61,71,68,65,1900000
31,185,77,71,1,2,36,48,40,70,80,1600000
29,185,80,71,1,3,67,49,67,30,78,2400000
34,185,80,71,1,2,29,41,49,72,68,725000
27,180,69,71,1,4,65,71,73,39,58,2500000
28,173,70,71,1,3,62,68,73,34,66,2400000
32,174,75,71,1,3,60,70,67,69,73,1800000
27,176,76,71,1,3,66,66,71,29,62,2500000
28,185,76,71,1,2,37,51,48,71,75,1900000
28,185,80,71,1,3,29,60,66,72,65,1900000
30,174,74,71,1,3,66,64,73,32,60,0
31,170,70,71,1,3,71,64,76,28,48,2100000
29,178,82,71,1,3,40,60,62,72,80,1800000
28,175,67,71,1,2,44,50,70,71,69,1900000
29,187,83,71,1,3,39,47,46,70,76,1800000
28,172,66,71,1,3,69,58,74,33,66,2400000
29,176,74,71,1,3,58,70,68,68,70,1800000
29,180,77,71,1,3,69,65,70,49,77,2300000
34,178,69,71,1,2,55,66,63,69,61,675000
26,178,78,71,1,3,51,64,68,72,64,2000000
30,172,76,71,1,3,55,59,65,72,70,1800000
26,175,70,71,1,2,58,67,73,38,51,2500000
34,174,68,71,1,3,54,71,74,48,55,1200000
26,177,71,71,1,3,70,71,71,24,62,2500000
34,165,62,71,1,3,68,56,77,31,45,1200000
30,176,69,71,1,3,57,68,63,68,63,1700000
30,174,78,71,1,3,56,66,75,68,70,1700000
34,175,71,71,1,3,50,70,67,71,56,675000
34,177,73,71,1,3,54,63,58,68,67,675000
34,183,80,71,1,3,48,64,64,70,72,675000
34,191,90,71,1,3,45,56,48,73,69,725000
34,187,79,71,1,4,34,47,39,70,76,725000
30,194,85,71,1,3,35,42,40,72,71,1800000
30,180,77,71,1,3,46,56,55,70,72,1800000
30,173,65,71,1,3,64,68,74,32,50,2200000
34,181,80,71,1,3,59,70,73,32,61,1200000
30,170,66,71,1,2,57,72,74,39,42,2200000
30,182,77,71,1,3,51,54,57,72,82,1800000
33,176,65,71,1,4,67,72,70,44,63,1400000
28,180,80,71,1,3,55,66,68,67,73,2400000
31,177,74,71,1,4,64,70,69,54,58,2000000
27,189,82,71,1,4,68,64,70,59,70,2500000
31,181,69,71,1,3,58,56,60,74,71,1600000
31,185,84,71,1,3,31,48,49,70,81,1600000
34,177,71,71,1,4,58,71,74,68,57,675000
34,181,76,71,1,3,70,74,69,36,67,1200000
26,175,70,71,1,3,66,65,69,49,54,2500000
34,186,82,71,1,3,71,62,73,33,71,1200000
18,180,70,87,1,3,61,67,77,37,62,3700000
17,173,61,86,1,3,66,68,76,27,46,3500000
19,179,72,85,1,3,71,49,66,25,67,3800000
19,182,76,85,1,4,65,57,75,23,56,3800000
20,180,74,85,1,3,57,67,73,67,66,3900000
20,186,82,85,1,5,38,50,54,69,75,3500000
20,181,72,85,1,3,58,69,76,42,59,3900000
20,187,69,85,1,3,45,55,68,70,65,3500000
21,189,75,84,1,3,34,59,67,69,72,3500000
20,187,80,84,1,3,68,61,72,24,62,3900000
21,185,75,84,1,3,32,50,57,71,64,3500000
20,172,65,84,1,3,45,67,76,52,55,3900000
18,168,72,84,1,3,64,64,73,21,58,3700000
20,172,70,84,1,4,64,64,71,39,52,0
18,184,75,84,1,3,25,40,38,70,62,3300000
21,173,70,83,1,3,64,63,73,38,48,3400000
20,185,80,83,1,3,68,69,72,44,53,3400000
20,191,72,83,1,3,29,46,52,70,70,3100000
21,190,90,83,1,2,25,45,36,70,75,3100000
20,185,78,83,1,3,28,52,56,71,69,3100000
20,180,73,83,1,3,63,68,75,61,61,3400000
20,174,66,83,1,4,67,67,71,45,55,3400000
19,174,70,82,1,4,62,64,77,27,55,3100000
21,173,68,82,1,3,61,71,73,57,52,3100000
20,190,80,82,1,3,48,66,66,68,71,2800000
19,179,78,82,1,3,63,55,76,24,66,3100000
21,180,75,82,1,3,70,60,70,23,65,3200000
19,175,68,82,1,3,65,64,75,36,57,3100000
18,167,58,82,1,3,60,64,76,47,60,2900000
19,183,74,82,1,4,66,62,73,32,63,3100000
20,185,77,82,1,4,60,65,68,67,81,3100000
20,180,67,82,1,3,66,60,74,36,61,3200000
